year,date,samp_doy,plot,trt,soilpair_YN,soilmois_g.g,depth_cm,resis_kPa,block,samp_ID
2015,2018-05-10,130,27,C2,N,NA,5.08,655.0022,NA,NA
2016,2018-05-10,130,24,C2,N,NA,5.08,655.0022,NA,NA
2017,2018-05-10,130,27,C2,N,NA,5.08,655.0022,NA,NA
2018,2018-05-10,130,24,C2,N,NA,5.08,655.0022,NA,NA
2019,2018-05-10,130,27,C2,N,NA,5.08,655.0022,NA,NA
2012,2018-05-10,130,24,C2,N,NA,7.62,861.845,NA,NA
2013,2018-05-10,130,27,C2,N,NA,7.62,861.845,NA,NA
2014,2018-05-10,130,24,C2,N,NA,7.62,861.845,NA,NA
2015,2018-05-10,130,27,C2,N,NA,7.62,861.845,NA,NA
2016,2018-05-10,130,24,C2,N,NA,7.62,861.845,NA,NA
2017,2018-05-10,130,27,C2,N,NA,7.62,861.845,NA,NA
2018,2018-05-10,130,24,C2,N,NA,7.62,861.845,NA,NA
2019,2018-05-10,130,27,C2,N,NA,7.62,861.845,NA,NA
2012,2018-05-10,130,24,C2,N,NA,10.16,930.7926,NA,NA
2013,2018-05-10,130,27,C2,N,NA,10.16,930.7926,NA,NA
2014,2018-05-10,130,24,C2,N,NA,10.16,930.7926,NA,NA
2015,2018-05-10,130,27,C2,N,NA,10.16,930.7926,NA,NA
2016,2018-05-10,130,24,C2,N,NA,10.16,930.7926,NA,NA
2017,2018-05-10,130,27,C2,N,NA,10.16,930.7926,NA,NA
2018,2018-05-10,130,24,C2,N,NA,10.16,930.7926,NA,NA
2019,2018-05-10,130,27,C2,N,NA,10.16,930.7926,NA,NA
2012,2018-05-10,130,24,C2,N,NA,12.7,965.2664,NA,NA
2013,2018-05-10,130,27,C2,N,NA,12.7,965.2664,NA,NA
2014,2018-05-10,130,24,C2,N,NA,12.7,965.2664,NA,NA
2015,2018-05-10,130,27,C2,N,NA,12.7,965.2664,NA,NA
2016,2018-05-10,130,24,C2,N,NA,12.7,965.2664,NA,NA
2017,2018-05-10,130,27,C2,N,NA,12.7,965.2664,NA,NA
2018,2018-05-10,130,24,C2,N,NA,12.7,965.2664,NA,NA
2019,2018-05-10,130,27,C2,N,NA,12.7,965.2664,NA,NA
2012,2018-05-10,130,24,C2,N,NA,15.24,1137.6354,NA,NA
2013,2018-05-10,130,27,C2,N,NA,15.24,1137.6354,NA,NA
2014,2018-05-10,130,24,C2,N,NA,15.24,1137.6354,NA,NA
2015,2018-05-10,130,27,C2,N,NA,15.24,1137.6354,NA,NA
2016,2018-05-10,130,24,C2,N,NA,15.24,1137.6354,NA,NA
2017,2018-05-10,130,27,C2,N,NA,15.24,1137.6354,NA,NA
2018,2018-05-10,130,24,C2,N,NA,15.24,1137.6354,NA,NA
2019,2018-05-10,130,27,C2,N,NA,15.24,1137.6354,NA,NA
2012,2018-05-10,130,24,C2,N,NA,17.78,1275.5306,NA,NA
2013,2018-05-10,130,27,C2,N,NA,17.78,1275.5306,NA,NA
2014,2018-05-10,130,24,C2,N,NA,17.78,1275.5306,NA,NA
2015,2018-05-10,130,27,C2,N,NA,17.78,1275.5306,NA,NA
2016,2018-05-10,130,24,C2,N,NA,17.78,1275.5306,NA,NA
2017,2018-05-10,130,27,C2,N,NA,17.78,1275.5306,NA,NA
2018,2018-05-10,130,24,C2,N,NA,17.78,1275.5306,NA,NA
2019,2018-05-10,130,27,C2,N,NA,17.78,1275.5306,NA,NA
2012,2018-05-10,130,24,C2,N,NA,20.32,1275.5306,NA,NA
2013,2018-05-10,130,27,C2,N,NA,20.32,1275.5306,NA,NA
2014,2018-05-10,130,24,C2,N,NA,20.32,1275.5306,NA,NA
2015,2018-05-10,130,27,C2,N,NA,20.32,1275.5306,NA,NA
2016,2018-05-10,130,24,C2,N,NA,20.32,1275.5306,NA,NA
2017,2018-05-10,130,27,C2,N,NA,20.32,1275.5306,NA,NA
2018,2018-05-10,130,24,C2,N,NA,20.32,1275.5306,NA,NA
2019,2018-05-10,130,27,C2,N,NA,20.32,1275.5306,NA,NA
2012,2018-05-10,130,24,C2,N,NA,22.86,1275.5306,NA,NA
2013,2018-05-10,130,27,C2,N,NA,22.86,1275.5306,NA,NA
2014,2018-05-10,130,24,C2,N,NA,22.86,1275.5306,NA,NA
2015,2018-05-10,130,27,C2,N,NA,22.86,1275.5306,NA,NA
2016,2018-05-10,130,24,C2,N,NA,22.86,1275.5306,NA,NA
2017,2018-05-10,130,27,C2,N,NA,22.86,1275.5306,NA,NA
2018,2018-05-10,130,24,C2,N,NA,22.86,1275.5306,NA,NA
2019,2018-05-10,130,27,C2,N,NA,22.86,1275.5306,NA,NA
2012,2018-05-10,130,24,C2,N,NA,25.4,1172.1091999999999,NA,NA
2013,2018-05-10,130,27,C2,N,NA,25.4,1172.1091999999999,NA,NA
2014,2018-05-10,130,24,C2,N,NA,25.4,1172.1091999999999,NA,NA
2015,2018-05-10,130,27,C2,N,NA,25.4,1172.1091999999999,NA,NA
2016,2018-05-10,130,24,C2,N,NA,25.4,1172.1091999999999,NA,NA
2017,2018-05-10,130,27,C2,N,NA,25.4,1172.1091999999999,NA,NA
2018,2018-05-10,130,24,C2,N,NA,25.4,1172.1091999999999,NA,NA
2019,2018-05-10,130,27,C2,N,NA,25.4,1172.1091999999999,NA,NA
2012,2018-05-10,130,24,C2,N,NA,27.94,1103.1616,NA,NA
2013,2018-05-10,130,27,C2,N,NA,27.94,1103.1616,NA,NA
2014,2018-05-10,130,24,C2,N,NA,27.94,1103.1616,NA,NA
2015,2018-05-10,130,27,C2,N,NA,27.94,1103.1616,NA,NA
2016,2018-05-10,130,24,C2,N,NA,27.94,1103.1616,NA,NA
2017,2018-05-10,130,27,C2,N,NA,27.94,1103.1616,NA,NA
2018,2018-05-10,130,24,C2,N,NA,27.94,1103.1616,NA,NA
2019,2018-05-10,130,27,C2,N,NA,27.94,1103.1616,NA,NA
2012,2018-05-10,130,24,C2,N,NA,30.48,1103.1616,NA,NA
2013,2018-05-10,130,27,C2,N,NA,30.48,1103.1616,NA,NA
2014,2018-05-10,130,24,C2,N,NA,30.48,1103.1616,NA,NA
2015,2018-05-10,130,27,C2,N,NA,30.48,1103.1616,NA,NA
2016,2018-05-10,130,24,C2,N,NA,30.48,1103.1616,NA,NA
2017,2018-05-10,130,27,C2,N,NA,30.48,1103.1616,NA,NA
2018,2018-05-10,130,24,C2,N,NA,30.48,1103.1616,NA,NA
2019,2018-05-10,130,27,C2,N,NA,30.48,1103.1616,NA,NA
2012,2018-05-10,130,24,C2,N,NA,33.02,1103.1616,NA,NA
2013,2018-05-10,130,27,C2,N,NA,33.02,1103.1616,NA,NA
2014,2018-05-10,130,24,C2,N,NA,33.02,1103.1616,NA,NA
2015,2018-05-10,130,27,C2,N,NA,33.02,1103.1616,NA,NA
2016,2018-05-10,130,24,C2,N,NA,33.02,1103.1616,NA,NA
2017,2018-05-10,130,27,C2,N,NA,33.02,1103.1616,NA,NA
2018,2018-05-10,130,24,C2,N,NA,33.02,1103.1616,NA,NA
2019,2018-05-10,130,27,C2,N,NA,33.02,1103.1616,NA,NA
2012,2018-05-10,130,24,C2,N,NA,35.56,1068.6878,NA,NA
2013,2018-05-10,130,27,C2,N,NA,35.56,1068.6878,NA,NA
2014,2018-05-10,130,24,C2,N,NA,35.56,1068.6878,NA,NA
2015,2018-05-10,130,27,C2,N,NA,35.56,1068.6878,NA,NA
2016,2018-05-10,130,24,C2,N,NA,35.56,1068.6878,NA,NA
2017,2018-05-10,130,27,C2,N,NA,35.56,1068.6878,NA,NA
2018,2018-05-10,130,24,C2,N,NA,35.56,1068.6878,NA,NA
2019,2018-05-10,130,27,C2,N,NA,35.56,1068.6878,NA,NA
2012,2018-05-10,130,24,C2,N,NA,38.1,1068.6878,NA,NA
2013,2018-05-10,130,27,C2,N,NA,38.1,1068.6878,NA,NA
2014,2018-05-10,130,24,C2,N,NA,38.1,1068.6878,NA,NA
2015,2018-05-10,130,27,C2,N,NA,38.1,1068.6878,NA,NA
2016,2018-05-10,130,24,C2,N,NA,38.1,1068.6878,NA,NA
2017,2018-05-10,130,27,C2,N,NA,38.1,1068.6878,NA,NA
2018,2018-05-10,130,24,C2,N,NA,38.1,1068.6878,NA,NA
2019,2018-05-10,130,27,C2,N,NA,38.1,1068.6878,NA,NA
2012,2018-05-10,130,24,C2,N,NA,40.64,1068.6878,NA,NA
2013,2018-05-10,130,27,C2,N,NA,40.64,1068.6878,NA,NA
2014,2018-05-10,130,24,C2,N,NA,40.64,1068.6878,NA,NA
2015,2018-05-10,130,27,C2,N,NA,40.64,1068.6878,NA,NA
2016,2018-05-10,130,24,C2,N,NA,40.64,1068.6878,NA,NA
2017,2018-05-10,130,27,C2,N,NA,40.64,1068.6878,NA,NA
2018,2018-05-10,130,24,C2,N,NA,40.64,1068.6878,NA,NA
2019,2018-05-10,130,27,C2,N,NA,40.64,1068.6878,NA,NA
2012,2018-05-10,130,24,C2,N,NA,43.18,1137.6354,NA,NA
2013,2018-05-10,130,27,C2,N,NA,43.18,1137.6354,NA,NA
2014,2018-05-10,130,24,C2,N,NA,43.18,1137.6354,NA,NA
2015,2018-05-10,130,27,C2,N,NA,43.18,1137.6354,NA,NA
2016,2018-05-10,130,24,C2,N,NA,43.18,1137.6354,NA,NA
2017,2018-05-10,130,27,C2,N,NA,43.18,1137.6354,NA,NA
2018,2018-05-10,130,24,C2,N,NA,43.18,1137.6354,NA,NA
2019,2018-05-10,130,27,C2,N,NA,43.18,1137.6354,NA,NA
2012,2018-05-10,130,24,C2,N,NA,45.72,1206.5829999999999,NA,NA
2013,2018-05-10,130,27,C2,N,NA,45.72,1206.5829999999999,NA,NA
2014,2018-05-10,130,24,C2,N,NA,45.72,1206.5829999999999,NA,NA
2015,2018-05-10,130,27,C2,N,NA,45.72,1206.5829999999999,NA,NA
2016,2018-05-10,130,24,C2,N,NA,45.72,1206.5829999999999,NA,NA
2017,2018-05-10,130,27,C2,N,NA,45.72,1206.5829999999999,NA,NA
2018,2018-05-10,130,24,C2,N,NA,45.72,1206.5829999999999,NA,NA
2019,2018-05-10,130,27,C2,N,NA,45.72,1206.5829999999999,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,0,137.8952,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,0,137.8952,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,0,137.8952,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,0,137.8952,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,0,137.8952,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,0,137.8952,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,0,137.8952,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,0,137.8952,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,2.54,310.2642,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,2.54,310.2642,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,2.54,310.2642,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,2.54,310.2642,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,2.54,310.2642,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,2.54,310.2642,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,2.54,310.2642,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,2.54,310.2642,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,5.08,689.476,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,5.08,689.476,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,5.08,689.476,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,5.08,689.476,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,5.08,689.476,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,5.08,689.476,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,5.08,689.476,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,5.08,689.476,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,7.62,1103.1616,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,7.62,1103.1616,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,7.62,1103.1616,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,7.62,1103.1616,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,7.62,1103.1616,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,7.62,1103.1616,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,7.62,1103.1616,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,7.62,1103.1616,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,10.16,965.2664,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,10.16,965.2664,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,10.16,965.2664,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,10.16,965.2664,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,10.16,965.2664,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,10.16,965.2664,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,10.16,965.2664,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,10.16,965.2664,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,12.7,1137.6354,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,12.7,1137.6354,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,12.7,1137.6354,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,12.7,1137.6354,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,12.7,1137.6354,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,12.7,1137.6354,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,12.7,1137.6354,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,12.7,1137.6354,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,15.24,1137.6354,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,15.24,1137.6354,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,15.24,1137.6354,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,15.24,1137.6354,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,15.24,1137.6354,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,15.24,1137.6354,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,15.24,1137.6354,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,15.24,1137.6354,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,17.78,1275.5306,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,17.78,1275.5306,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,17.78,1275.5306,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,17.78,1275.5306,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,17.78,1275.5306,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,17.78,1275.5306,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,17.78,1275.5306,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,17.78,1275.5306,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,20.32,1172.1091999999999,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,20.32,1172.1091999999999,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,20.32,1172.1091999999999,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,20.32,1172.1091999999999,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,20.32,1172.1091999999999,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,20.32,1172.1091999999999,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,20.32,1172.1091999999999,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,20.32,1172.1091999999999,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,22.86,861.845,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,22.86,861.845,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,22.86,861.845,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,22.86,861.845,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,22.86,861.845,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,22.86,861.845,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,22.86,861.845,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,22.86,861.845,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,25.4,620.5284,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,25.4,620.5284,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,25.4,620.5284,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,25.4,620.5284,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,25.4,620.5284,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,25.4,620.5284,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,25.4,620.5284,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,25.4,620.5284,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,27.94,792.8974,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,27.94,792.8974,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,27.94,792.8974,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,27.94,792.8974,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,27.94,792.8974,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,27.94,792.8974,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,27.94,792.8974,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,27.94,792.8974,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,30.48,999.7402,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,30.48,999.7402,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,30.48,999.7402,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,30.48,999.7402,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,30.48,999.7402,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,30.48,999.7402,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,30.48,999.7402,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,30.48,999.7402,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,33.02,999.7402,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,33.02,999.7402,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,33.02,999.7402,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,33.02,999.7402,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,33.02,999.7402,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,33.02,999.7402,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,33.02,999.7402,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,33.02,999.7402,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,35.56,965.2664,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,35.56,965.2664,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,35.56,965.2664,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,35.56,965.2664,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,35.56,965.2664,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,35.56,965.2664,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,35.56,965.2664,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,35.56,965.2664,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,38.1,930.7926,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,38.1,930.7926,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,38.1,930.7926,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,38.1,930.7926,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,38.1,930.7926,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,38.1,930.7926,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,38.1,930.7926,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,38.1,930.7926,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,40.64,930.7926,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,40.64,930.7926,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,40.64,930.7926,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,40.64,930.7926,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,40.64,930.7926,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,40.64,930.7926,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,40.64,930.7926,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,40.64,930.7926,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,43.18,827.3711999999999,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,43.18,827.3711999999999,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,43.18,827.3711999999999,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,43.18,827.3711999999999,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,43.18,827.3711999999999,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,43.18,827.3711999999999,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,43.18,827.3711999999999,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,43.18,827.3711999999999,NA,NA
2012,2018-05-10,130,22,C4,Y,0.24988703117939454,45.72,723.9498,NA,NA
2013,2018-05-10,130,29,C4,Y,0.24988703117939454,45.72,723.9498,NA,NA
2014,2018-05-10,130,28,C4,Y,0.24988703117939454,45.72,723.9498,NA,NA
2015,2018-05-10,130,21,C4,Y,0.24988703117939454,45.72,723.9498,NA,NA
2016,2018-05-10,130,22,C4,Y,0.24988703117939454,45.72,723.9498,NA,NA
2017,2018-05-10,130,29,C4,Y,0.24988703117939454,45.72,723.9498,NA,NA
2018,2018-05-10,130,28,C4,Y,0.24988703117939454,45.72,723.9498,NA,NA
2019,2018-05-10,130,21,C4,Y,0.24988703117939454,45.72,723.9498,NA,NA
2012,2018-05-10,130,22,C4,Y,0.23022312373225162,0,0,NA,NA
2013,2018-05-10,130,29,C4,Y,0.23022312373225162,0,0,NA,NA
2014,2018-05-10,130,28,C4,Y,0.23022312373225162,0,0,NA,NA
2015,2018-05-10,130,21,C4,Y,0.23022312373225162,0,0,NA,NA
2016,2018-05-10,130,22,C4,Y,0.23022312373225162,0,0,NA,NA
2017,2018-05-10,130,29,C4,Y,0.23022312373225162,0,0,NA,NA
2018,2018-05-10,130,28,C4,Y,0.23022312373225162,0,0,NA,NA
2019,2018-05-10,130,21,C4,Y,0.23022312373225162,0,0,NA,NA
2012,2018-05-10,130,22,C4,Y,0.23022312373225162,2.54,0,NA,NA
2013,2018-05-10,130,29,C4,Y,0.23022312373225162,2.54,0,NA,NA
2014,2018-05-10,130,28,C4,Y,0.23022312373225162,2.54,0,NA,NA
2015,2018-05-10,130,21,C4,Y,0.23022312373225162,2.54,0,NA,NA
2016,2018-05-10,130,22,C4,Y,0.23022312373225162,2.54,0,NA,NA
2017,2018-05-10,130,29,C4,Y,0.23022312373225162,2.54,0,NA,NA
2018,2018-05-10,130,28,C4,Y,0.23022312373225162,2.54,0,NA,NA
2019,2018-05-10,130,21,C4,Y,0.23022312373225162,2.54,0,NA,NA
2012,2018-05-10,130,22,C4,Y,0.23022312373225162,5.08,103.42139999999999,NA,NA
2013,2018-05-10,130,29,C4,Y,0.23022312373225162,5.08,103.42139999999999,NA,NA
2014,2018-05-10,130,28,C4,Y,0.23022312373225162,5.08,103.42139999999999,NA,NA
2015,2018-05-10,130,21,C4,Y,0.23022312373225162,5.08,103.42139999999999,NA,NA
2016,2018-05-10,130,22,C4,Y,0.23022312373225162,5.08,103.42139999999999,NA,NA
2017,2018-05-10,130,29,C4,Y,0.23022312373225162,5.08,103.42139999999999,NA,NA
2018,2018-05-10,130,28,C4,Y,0.23022312373225162,5.08,103.42139999999999,NA,NA
2019,2018-05-10,130,21,C4,Y,0.23022312373225162,5.08,103.42139999999999,NA,NA
2012,2018-05-10,130,22,C4,Y,0.23022312373225162,7.62,448.1594,NA,NA
2013,2018-05-10,130,29,C4,Y,0.23022312373225162,7.62,448.1594,NA,NA
2014,2018-05-10,130,28,C4,Y,0.23022312373225162,7.62,448.1594,NA,NA
2015,2018-05-10,130,21,C4,Y,0.23022312373225162,7.62,448.1594,NA,NA
2016,2018-05-10,130,22,C4,Y,0.23022312373225162,7.62,448.1594,NA,NA
2017,2018-05-10,130,29,C4,Y,0.23022312373225162,7.62,448.1594,NA,NA
2018,2018-05-10,130,28,C4,Y,0.23022312373225162,7.62,448.1594,NA,NA
2019,2018-05-10,130,21,C4,Y,0.23022312373225162,7.62,448.1594,NA,NA
2012,2018-05-10,130,22,C4,Y,0.23022312373225162,10.16,448.1594,NA,NA
2013,2018-05-10,130,29,C4,Y,0.23022312373225162,10.16,448.1594,NA,NA
2014,2018-05-10,130,28,C4,Y,0.23022312373225162,10.16,448.1594,NA,NA
2015,2018-05-10,130,21,C4,Y,0.23022312373225162,10.16,448.1594,NA,NA
2016,2018-05-10,130,22,C4,Y,0.23022312373225162,10.16,448.1594,NA,NA
2017,2018-05-10,130,29,C4,Y,0.23022312373225162,10.16,448.1594,NA,NA
2018,2018-05-10,130,28,C4,Y,0.23022312373225162,10.16,448.1594,NA,NA
2019,2018-05-10,130,21,C4,Y,0.23022312373225162,10.16,448.1594,NA,NA
2012,2018-05-10,130,22,C4,Y,0.23022312373225162,12.7,413.68559999999997,NA,NA
2013,2018-05-10,130,29,C4,Y,0.23022312373225162,12.7,413.68559999999997,NA,NA
2014,2018-05-10,130,28,C4,Y,0.23022312373225162,12.7,413.68559999999997,NA,NA
2015,2018-05-10,130,21,C4,Y,0.23022312373225162,12.7,413.68559999999997,NA,NA
2016,2018-05-10,130,22,C4,Y,0.23022312373225162,12.7,413.68559999999997,NA,NA
2017,2018-05-10,130,29,C4,Y,0.23022312373225162,12.7,413.68559999999997,NA,NA
2018,2018-05-10,130,28,C4,Y,0.23022312373225162,12.7,413.68559999999997,NA,NA
2019,2018-05-10,130,21,C4,Y,0.23022312373225162,12.7,413.68559999999997,NA,NA
